,state,naics,num_employees,annual_payroll
155079,21,81,65293,1584679
155569,21,99,272,4513
155583,22,11,3771,150452
155753,22,21,54434,4282309
155863,22,22,0,0
155949,22,23,128982,6801036
156336,22,31,127354,8078027
158387,22,42,75843,4077917
159175,22,44,223908,5460649
160045,22,48,68301,3660333
160653,22,51,24440,1255616
161020,22,52,64207,3639658
161410,22,53,31516,1520558
161707,22,54,87114,5170062
162198,22,55,22945,2186124
162241,22,56,104316,3428994
162707,22,61,37913,1285824
162916,22,62,286022,10940731
163470,22,71,23295,716917
163781,22,72,192889,3197912
163988,22,81,75261,2078136
164487,22,99,95,1945
164501,23,11,3292,143663
164648,23,21,0,0
164706,23,22,2215,159881
164783,23,23,22644,1012058
165153,23,31,49821,2425463
166841,23,42,17072,844568
167545,23,44,80870,1945910
168406,23,48,14877,579194
168906,23,51,11293,525234
169248,23,52,27040,1660979
169526,23,53,6105,223005
169785,23,54,22563,1235168
170223,23,55,7650,637516
170265,23,56,23098,745089
170682,23,61,16390,493433
170860,23,62,107884,4328918
171319,23,71,7707,168826
171592,23,72,47188,873665
171778,23,81,19014,478426
172212,23,99,35,678
172225,24,11,956,31396
172367,24,21,1365,79378
172466,24,22,12171,1392708
172551,24,23,138657,7466163
172946,24,31,103180,6135146
175050,24,42,84461,5536268
175873,24,44,283609,7320248
176808,24,48,64200,2734392
177377,24,51,53769,4108628
177759,24,52,99580,8559766
178158,24,53,43346,2408944
178461,24,54,246909,20146677
178974,24,55,48418,4530171
179017,24,56,185698,7075237
179492,24,61,81805,3450317
179708,24,62,353187,16277479
180258,24,71,36204,1088208
180572,24,72,202783,3614768
180771,24,81,112068,3930988
181286,24,99,92,2169
181300,25,11,1156,38092
181462,25,21,1032,73407
181549,25,22,12432,1299139
181656,25,23,103850,6872608
182054,25,31,230026,15250574
184529,25,42,129804,10202116
185366,25,44,356700,9629794
186296,25,48,76084,3230432
186883,25,51,103938,9763481
187302,25,52,201365,23009205
187716,25,53,43061,2671503
188011,25,54,256878,25545313
188532,25,55,90577,9970456
188575,25,56,207282,8487321
189059,25,61,204892,8370968
189276,25,62,581045,28346953
189824,25,71,54534,1791531
190137,25,72,269663,5239012
190337,25,81,119076,3718441
190857,25,99,364,10636
190871,26,11,3364,121429
191038,26,21,6255,442064
191180,26,22,0,1815784
191282,26,23,113862,6489671
191688,26,31,500754,27779127
194400,26,42,159964,9923349
195272,26,44,442346,10674116
196220,26,48,99079,4442390
196841,26,51,68346,4644006
197257,26,52,150733,9684027
197656,26,53,49597,1932775
197958,26,54,237934,15811785
198488,26,55,108965,11002960
198533,26,56,308550,9448628
199021,26,61,72295,1959074
199243,26,62,583243,25662664
199807,26,71,44557,1429606
200146,26,72,344293,5023405
200365,26,81,153139,3957069
200886,26,99,0,4502
200901,27,11,2551,92580
201066,27,21,5643,523169
201189,27,22,0,0
201291,27,23,96844,6150582
201685,27,31,296978,16060486
204152,27,42,129299,9237308
205025,27,44,290507,7023154
205954,27,48,79195,3293981
206524,27,51,61219,4357546
206942,27,52,154143,12923368
207360,27,53,35388,1471583
207661,27,54,132818,9478678
208189,27,55,133044,11597821
208233,27,56,159800,5529245
208714,27,61,71365,1949210
208928,27,62,442762,17941673
209463,27,71,41733,1216390
209800,27,72,220646,3373098
210004,27,81,113139,2813493
210523,27,99,108,2133
210537,28,11,4850,169439
210700,28,21,6487,480486
210807,28,22,9244,634402
210894,28,23,41042,1719222
211282,28,31,140072,6042274
213172,28,42,35099,1606618
213941,28,44,137458,3028193
214806,28,48,33543,1332978
215318,28,51,13000,568021
215607,28,52,33502,1610341
215962,28,53,10082,329977
216240,28,54,30324,1459860
216668,28,55,7815,560606
216710,28,56,48841,1211764
217134,28,61,17999,405009
217296,28,62,162753,6925555
217803,28,71,8799,168065
218082,28,72,116217,1791415
218271,28,81,38623,851888
218710,28,99,0,1046
218723,29,11,1752,76860
218869,29,21,3654,200176
219011,29,22,16838,1436718
219099,29,23,105798,5374141
219508,29,31,247562,11891774
221995,29,42,120131,6233967
222853,29,44,304803,7415020
223769,29,48,81137,3183643
224350,29,51,57059,3626647
224732,29,52,128144,8322394
225136,29,53,34587,1369493
225448,29,54,139741,8950248
225959,29,55,71308,6505848
226002,29,56,147990,4622674
226490,29,61,75440,2686175
226702,29,62,396568,15743461
227265,29,71,37715,1359500
227585,29,72,238544,3528932
227796,29,81,110805,2797839
228311,29,99,0,5320
228326,30,11,1078,42931
228478,30,21,7546,608788
228622,30,22,2921,234875
228696,30,23,21213,1000745
229068,30,31,16219,712609
230530,30,42,14398,666635
231188,30,44,55976,1374763
232040,30,48,11914,450846
232499,30,51,9199,421580
232804,30,52,16054,791026
233113,30,53,5346,163196
233385,30,54,17988,835334
233831,30,55,3277,200132
233874,30,56,19367,561644
234282,30,61,6028,126616
234439,30,62,65206,2504498
234921,30,71,9264,145313
235199,30,72,45553,670896
235389,30,81,15265,373081
235825,30,99,30,399
235838,31,11,1165,56145
235958,31,21,1059,53384
236056,31,22,0,0
236118,31,23,38136,1712402
236488,31,31,92790,4002395
238220,31,42,41474,2163415
238966,31,44,106519,2562617
239840,31,48,34462,1340918
240279,31,51,20196,1169584
240597,31,52,60326,3864225
240933,31,53,10406,401812
241212,31,54,78235,3806867
241663,31,55,18138,1510298
241709,31,56,52693,1548393
242126,31,61,20067,533862
242298,31,62,122974,4976783
242783,31,71,13347,207721
243054,31,72,69732,882354
243236,31,81,35523,858408
243671,31,99,0,440
243683,32,11,268,9639
243791,32,21,15168,1279512
243933,32,22,0,0
244011,32,23,46453,2403262
244384,32,31,39775,2255870
246116,32,42,33565,1923077
246890,32,44,131651,3573131
247750,32,48,43601,1635107
248203,32,51,15581,889102
248544,32,52,33930,1898891
248892,32,53,22983,871577
249172,32,54,51381,3108379
249642,32,55,15534,1359492
249685,32,56,88998,2748543
250118,32,61,10809,347454
250310,32,62,102750,4980183
250824,32,71,26513,779620
251134,32,72,298271,8666223
251331,32,81,32250,902642
251812,32,99,0,1859
251827,33,11,571,27834
251921,33,21,224,15905
251993,33,22,3315,296525
252071,33,23,22404,1205509
252444,33,31,65702,3967493
254283,33,42,23716,1614791
255009,33,44,96551,2435416
255876,33,48,12851,454336
256322,33,51,13180,975279
256639,33,52,24007,1772483
256936,33,53,6985,308286
257209,33,54,29809,1747008
257686,33,55,7608,607486
257726,33,56,45413,1883008
258150,33,61,22680,864936
258335,33,62,87045,4104574
258813,33,71,12697,251830
259089,33,72,53306,936834
259267,33,81,20898,585352
259720,33,99,0,436
259734,34,11,0,47127
259876,34,21,1187,87572
259969,34,22,18729,2062461
260070,34,23,130879,8124353
260469,34,31,231143,14579930
263013,34,42,254465,21312967
263899,34,44,436542,12991378
264827,34,48,156707,7236070
265453,34,51,90870,8449329
265869,34,52,194502,20304969
266291,34,53,54730,2992016
266595,34,54,311978,25297020
267124,34,55,131949,15933929
267165,34,56,281986,10483165
267659,34,61,98988,3451892
267888,34,62,546066,25047442
268437,34,71,55560,1618444
268764,34,72,291694,5598382
268967,34,81,149640,4288402
269501,34,99,175,3679
269516,35,11,379,15173
269634,35,21,18869,1416575
269782,35,22,4923,394128
269861,35,23,36656,1513171
270244,35,31,27851,1404085
271904,35,42,21729,1042849
272651,35,44,92934,2267622
273523,35,48,16847,700934
273982,35,51,11979,518338
274298,35,52,22751,1231632
274632,35,53,9575,370772
274918,35,54,43009,2767021
275382,35,55,6375,381212
275423,35,56,35245,997484
275849,35,61,9389,268341
276045,35,62,114877,4593620
276535,35,71,12888,287188
276827,35,72,81663,1255668
277022,35,81,26890,680446
277494,35,99,0,581
277507,36,11,3255,103307
277676,36,21,4509,292688
277817,36,22,42044,3954249
277926,36,23,302433,18576429
278344,36,31,430845,22424818
281139,36,42,360259,24182211
282051,36,44,904897,24131539
283011,36,48,229763,9695140
283635,36,51,268279,25369962
284103,36,52,528981,100163805
284569,36,53,162766,8932162
284893,36,54,582257,49900822
285450,36,55,182478,23817197
285494,36,56,528485,24956409
286012,36,61,397242,15797353
286244,36,62,1431740,65753574
286817,36,71,158210,7172974
287172,36,72,675010,14503615
287393,36,81,362588,12101014
287952,36,99,0,17570
287967,37,11,4829,167473
288131,37,21,2723,140752
288258,37,22,19705,1845459
288359,37,23,162429,6706269
288743,37,31,408716,18446974
291403,37,42,170283,10621383
292280,37,44,451869,10688133
293215,37,48,105586,4228273
293815,37,51,75084,4909521
294223,37,52,165247,12859288
294609,37,53,47518,1997093
294911,37,54,197064,13211557
295447,37,55,79909,7649693
295489,37,56,266227,8043306
295982,37,61,91281,3390091
296197,37,62,542718,22723658
296748,37,71,56862,1549557
297075,37,72,357984,5204662
297283,37,81,145943,3542792
297802,37,99,0,2784
297816,38,11,475,21150
297900,38,21,19984,1978905
298007,38,22,3215,270909
298062,38,23,21636,1262311
298422,38,31,23866,1072796
299547,38,42,21629,1248629
300203,38,44,47415,1226942
301006,38,48,18238,974171
301420,38,51,7078,395938
301678,38,52,16915,910091
301953,38,53,5061,245427
302203,38,54,13021,833437
302599,38,55,4881,327933
302641,38,56,12001,408741
303034,38,61,4660,104456
303171,38,62,57772,2504899
303594,38,71,5590,78123
303812,38,72,34708,514783
303990,38,81,13105,325045
304404,38,99,0,450
304417,39,11,1292,41544
304571,39,21,9638,588096
304730,39,22,0,0
304835,39,23,166386,8746629
305235,39,31,630548,33665814
308081,39,42,222657,12580664
308991,39,44,563224,13840830
309964,39,48,156145,6503040
310573,39,51,87588,5451214
310997,39,52,245098,16458896
311425,39,53,61541,2581297
311734,39,54,233161,14463419
312268,39,55,155904,13811321
312313,39,56,361437,10377280
312808,39,61,118323,3138800
313036,39,62,809204,33780651
313602,39,71,61057,2015811
313934,39,72,437761,5871181
314132,39,81,201895,4875412
314662,39,99,0,3215
314676,40,11,900,33749
314808,40,21,55834,4741583
314961,40,22,7507,590047
315048,40,23,64929,3055864
315429,40,31,134146,6462178
317587,40,42,59453,3259951
318388,40,44,170564,4181432
319278,40,48,44059,2119305
319770,40,51,28341,1376565
320129,40,52,58267,3059170
320503,40,53,22869,963840
320795,40,54,72805,4205120
321287,40,55,31708,3192135
321330,40,56,93909,3022166
321797,40,61,21098,585623
321993,40,62,212915,8535381
322537,40,71,26265,742713
322819,40,72,137649,1918095
323020,40,81,61907,1471850
323494,40,99,0,1407
323508,41,11,11554,458095
323698,41,21,1384,71969
323809,41,22,8281,720339
323892,41,23,65803,3354005
324300,41,31,148174,7606297
326770,41,42,76226,4954610
327601,41,44,186749,4859989
328527,41,48,50580,2166122
329097,41,51,36111,2174461
329492,41,52,57043,3608198
329848,41,53,25835,903396
330144,41,54,87849,6030195
330660,41,55,41296,3742277
330702,41,56,82759,2476535
331186,41,61,34944,845575
331379,41,62,213212,9797701
331892,41,71,24382,589584
332218,41,72,148641,2506166
332426,41,81,61939,1606614
332931,41,99,0,5738
332945,42,11,2609,82671
333111,42,21,34796,2634399
333272,42,22,29717,2956747
333384,42,23,221831,11812312
333793,42,31,547925,28202885
336635,42,42,247012,15702207
337535,42,44,649337,15673760
338501,42,48,203872,7821442
339127,42,51,118234,8975701
339574,42,52,259747,19864153
340017,42,53,60076,2762878
340316,42,54,313836,22731903
340852,42,55,171593,16900967
340898,42,56,302174,9900245
341396,42,61,258785,9723859
341619,42,62,969403,40491692
342190,42,71,100817,2840151
342533,42,72,437440,6603513
342743,42,81,239890,6065834
343285,42,99,0,2344
343299,44,11,126,6172
343366,44,21,147,9008
343418,44,22,1138,103638
343482,44,23,15142,863355
343811,44,31,38328,2034884
345299,44,42,18805,1158505
345955,44,44,47226,1212467
346760,44,48,10171,361737
347185,44,51,7110,445451
347431,44,52,23893,1818547
347707,44,53,5577,234838
347947,44,54,21643,1343553
348379,44,55,12234,1095740
348419,44,56,21476,669384
348811,44,61,26797,937831
348983,44,62,84287,3546168
349418,44,71,8456,215042
349648,44,72,43296,741575
349823,44,81,17084,488220
350252,44,99,41,570
350265,45,11,4236,158935
350432,45,21,1094,60528
350512,45,22,11958,964103
350589,45,23,67833,2707077
350977,45,31,212845,10293867
353225,45,42,63340,3302029
354042,45,44,222419,5024491
354933,45,48,49414,1910786
355474,45,51,32789,1754382
355813,45,52,64790,3489885
356173,45,53,23359,852368
356455,45,54,79146,4719801
356940,45,55,22501,1932425
356983,45,56,156475,4713728
357442,45,61,30520,726849
357655,45,62,217774,9029433
358178,45,71,25259,450153
358491,45,72,184716,2716940
358685,45,81,77978,1856633
359181,45,99,70,1308
359195,46,11,483,18844
359318,46,21,1039,62225
359417,46,22,2048,139150
359474,46,23,17596,774925
359828,46,31,43594,1821859
361238,46,42,17723,836081
361902,46,44,50796,1183182
362725,46,48,9432,366033
363151,46,51,6543,271196
363403,46,52,26566,1203112
363738,46,53,3591,107966
363995,46,54,11216,488788
364400,46,55,5105,409684
364436,46,56,10865,342919
364831,46,61,7949,186770
364982,46,62,63439,2599723
365424,46,71,6001,102953
365695,46,72,37867,540826
365882,46,81,14660,312139
366284,46,99,13,407
366297,47,11,1519,52245
366436,47,21,3368,182412
366571,47,22,3578,226166
366653,47,23,94832,4310694
367056,47,31,296119,14432288
369653,47,42,112332,6433733
370506,47,44,308272,7593499
371420,47,48,129084,5134330
371997,47,51,47561,2642376
372405,47,52,109385,7191866
372811,47,53,30871,1266513
373113,47,54,99426,5969807
373626,47,55,73345,7776313
373669,47,56,212776,6383980
374147,47,61,55830,1857031
374357,47,62,385569,17091968
374906,47,71,31567,1245082
375214,47,72,240698,3603172
375408,47,81,107842,2692987
375908,47,99,73,1530
375923,48,11,6853,229999
376105,48,21,221389,21540753
376318,48,22,50362,4513443
376442,48,23,551983,28144529
376860,48,31,769066,44040053
379947,48,42,483906,31975411
380876,48,44,1164069,29619997
381866,48,48,383500,19570541
382583,48,51,218234,15966477
383059,48,52,478483,33618763
383527,48,53,171948,8215277
383853,48,54,626510,48777098
384417,48,55,279471,35647328
384462,48,56,920415,32565679
384989,48,61,169381,5777245
385219,48,62,1336608,55738564
385826,48,71,117753,3321770
386180,48,72,977555,15465211
386385,48,81,422742,11938388
386941,48,99,0,12899
386956,49,11,419,23771
387072,49,21,11885,916123
387233,49,22,0,0
387311,49,23,59118,2697467
387684,49,31,109126,5740191
389795,49,42,55178,3028718
390550,49,44,133611,3428937
391417,49,48,46925,2055741
391896,49,51,33701,2205719
392248,49,52,53342,3308856
392613,49,53,18460,674830
392891,49,54,73630,3943334
393371,49,55,22860,1836377
393413,49,56,116051,3518879
393848,49,61,41862,1070385
394058,49,62,126171,5087078
394567,49,71,21474,411186
394833,49,72,95732,1402880
395012,49,81,46202,1528336
395483,49,99,50,618
395496,50,11,461,16906
395599,50,21,452,27667
395650,50,22,0,168900
395710,50,23,13185,636812
396060,50,31,31398,1622725
397449,50,42,10745,590428
398085,50,44,39231,992301
398911,50,48,5559,198490
399260,50,51,6636,365957
399567,50,52,17911,592211
399812,50,53,2908,103901
400051,50,54,18305,750919
400480,50,55,2538,156397
400516,50,56,7198,219487
400872,50,61,14987,417154
401024,50,62,44783,1806373
401433,50,71,6615,114899
401676,50,72,31119,515603
401850,50,81,9240,242972
402245,50,99,0,523
402258,51,11,3877,180517
402423,51,21,9554,641405
402567,51,22,13734,1217223
402653,51,23,168289,8128619
403062,51,31,232037,12003730
405402,51,42,103377,6085181
406244,51,44,415037,10235129
407174,51,48,91390,4043658
407782,51,51,95292,7869285
408206,51,52,158126,11935932
408638,51,53,52537,2472232
408953,51,54,421502,36700334
409485,51,55,63693,6458223
409529,51,56,245675,9847709
410000,51,61,73991,2463748
410214,51,62,407055,18338902
410773,51,71,52685,1262929
411098,51,72,318037,5122916
411299,51,81,163211,5546107
411824,51,99,0,2637
411838,53,11,12111,560278
412025,53,21,2090,158600
412174,53,22,0,0
412266,53,23,126379,7281219
412674,53,31,238560,14302322
415270,53,42,124746,7725715
416154,53,44,304936,8822790
417112,53,48,86401,4310342
417744,53,51,116004,15362959
418160,53,52,96146,6986769
418563,53,53,45865,1949354
418872,53,54,169325,12565023
419393,53,55,67754,7684091
419437,53,56,135083,5752010
419914,53,61,51751,1411715
420135,53,62,372270,17764351
420686,53,71,59383,1646665
421024,53,72,234630,4395368
421228,53,81,107900,3181411
421760,53,99,0,4676
421775,54,11,816,21993
421875,54,21,36657,2710141
422014,54,22,0,0
422082,54,23,25464,1143799
422460,54,31,50132,2618773
423936,54,42,20521,952064
424618,54,44,85794,1938526
425466,54,48,14729,580303
425887,54,51,10549,483024
426162,54,52,18093,798259
426452,54,53,6071,212542
426717,54,54,24634,1152204
427136,54,55,4726,303840
427173,54,56,33303,910465
427577,54,61,10516,282970
427753,54,62,131989,4975506
428247,54,71,12264,254045
428513,54,72,62188,848406
428699,54,81,25683,589184
429142,54,99,28,402
429157,55,11,2893,117462
429320,55,21,2238,160036
429415,55,22,13475,1242707
429506,55,23,89001,5389486
429905,55,31,433699,21960155
432557,55,42,113514,6474243
433393,55,44,295496,6883567
434343,55,48,94289,3671745
434916,55,51,53982,2963901
435303,55,52,139352,9140590
435674,55,53,24041,842526
435972,55,54,108343,6017983
436474,55,55,70316,6300308
436518,55,56,138462,3900848
436999,55,61,55892,1732727
437212,55,62,384764,16343832
437755,55,71,41634,1061798
438069,55,72,219445,2877935
438277,55,81,107790,2581694
438792,55,99,0,2048
438805,56,11,271,6905
438933,56,21,28627,2283600
439071,56,22,0,0
439138,56,23,17968,884026
439507,56,31,10537,642672
440585,56,42,8460,503978
441173,56,44,30193,818289
441965,56,48,10140,486371
442372,56,51,4181,182388
442617,56,52,6724,332928
442871,56,53,4439,216299
443126,56,54,9095,491642
443554,56,55,907,90796
443597,56,56,6196,185902
443971,56,61,2180,55885
444124,56,62,31308,1357505
444571,56,71,4412,86796
444808,56,72,27164,484108
444992,56,81,8802,262607
445395,56,99,40,1178
