,state,naics,num_employees,annual_payroll
84639,16,55,7893,775706
84673,16,56,46195,1591947
85023,16,61,16302,394999
85176,16,62,107514,5053972
85619,16,71,11066,194188
85810,16,72,72376,1140345
85965,16,81,22341,673733
86316,16,99,117,2598
86330,17,11,1795,89364
86421,17,21,6526,446394
86524,17,22,28033,3514113
86612,17,23,219583,16676414
86997,17,31,542154,34757431
89130,17,42,321164,26227841
89922,17,44,583926,17208696
90780,17,48,307683,15649020
91312,17,51,124872,12180377
91670,17,52,344625,38914668
92049,17,53,82134,5256633
92322,17,54,413214,41871182
92807,17,55,206386,24563187
92850,17,56,489841,19849729
93301,17,61,174611,7520934
93501,17,62,829966,43706355
94006,17,71,90807,2641981
94301,17,72,536063,8878002
94494,17,81,241814,9438438
94971,17,99,341,10570
94986,18,11,1354,68019
95085,18,21,5613,378976
95172,18,22,14961,1544233
95237,18,23,147448,9223251
95618,18,31,510695,28360293
97493,18,42,125637,8364136
98165,18,44,328151,9466258
98991,18,48,136267,6481804
99435,18,51,41589,3192480
99718,18,52,107274,8543374
100000,18,53,36653,1800201
100259,18,54,133188,10309580
100698,18,55,53517,4961814
100740,18,56,215792,7175495
101145,18,61,66096,2066609
101327,18,62,450974,22111972
101819,18,71,38697,1196216
102055,18,72,281729,4243668
102232,18,81,126064,3758741
102665,18,99,204,5649
102680,19,11,2745,157196
