,year,state,demRatio
1967,1996,South Carolina,0.46888024078014545
1973,1996,South Dakota,0.48066414604865526
1976,1996,Tennessee,0.5128664234186056
1981,1996,Texas,0.4733937661787773
1988,1996,Utah,0.3798051218074387
2000,1996,Vermont,0.6318283038406202
2012,1996,Virginia,0.4893940549293311
2017,1996,Washington,0.5719465284478128
2026,1996,West Virginia,0.5835466517610786
2030,1996,Wisconsin,0.5591919666145019
2038,1996,Wyoming,0.42512082565104026
2043,2000,Alabama,0.42393058078668905
2048,2000,Alaska,0.3206305143627081
2056,2000,Arizona,0.46717400832860145
2063,2000,Arkansas,0.47199310489579194
2069,2000,California,0.5620298999907178
2077,2000,Colorado,0.45514080056720974
2086,2000,Connecticut,0.5925565804885452
2093,2000,Delaware,0.5674006478528845
2100,2000,District of Columbia,0.9048769447777848
2107,2000,Florida,0.49995390591966443
2118,2000,Georgia,0.4401624637709734
2121,2000,Hawaii,0.5982729628042934
2129,2000,Idaho,0.29151509544255994
2135,2000,Illinois,0.5618001031583959
2143,2000,Indiana,0.41995217467418067
2147,2000,Iowa,0.5016277918751817
2159,2000,Kansas,0.39083092536471914
2165,2000,Kentucky,0.42272384734323426
2173,2000,Louisiana,0.4606075403365277
2180,2000,Maine,0.5274784154100042
2187,2000,Maryland,0.584322989424543
2195,2000,Massachusetts,0.6478934376063381
2203,2000,Michigan,0.5263460648173409
2210,2000,Minnesota,0.5128641197581132
2220,2000,Mississippi,0.4139451516075371
2227,2000,Missouri,0.48288051343249333
2234,2000,Montana,0.3634363802133028
2241,2000,Nebraska,0.34820519137914974
2247,2000,Nevada,0.4814316150032757
2257,2000,New Hampshire,0.49332199804781196
2263,2000,New Jersey,0.5821140941672093
2266,2000,New Mexico,0.5003192602930914
2273,2000,New York,0.6357599158301068
2288,2000,North Carolina,0.4353600301849695
2293,2000,North Dakota,0.3527260342938372
2298,2000,Ohio,0.4816127777933392
2303,2000,Oklahoma,0.38919328777881085
2306,2000,Oregon,0.5023589198553057
2314,2000,Pennsylvania,0.5214847871680315
2320,2000,Rhode Island,0.6564911606759932
2332,2000,South Carolina,0.4183789393234974
2339,2000,South Dakota,0.38385287427626136
2344,2000,Tennessee,0.48037133214820993
2348,2000,Texas,0.3904372985143706
2354,2000,Utah,0.2827449456867586
2363,2000,Vermont,0.554403508967734
2375,2000,Virginia,0.4585276369416675
2381,2000,Washington,0.5294477100940541
2392,2000,West Virginia,0.46757925984062587
2398,2000,Wisconsin,0.5011506830315781
2406,2000,Wyoming,0.2901769435968296
2412,2004,Alabama,0.3710222864771775
2416,2004,Alaska,0.3677371701875368
2423,2004,Arizona,0.4472499496951174
2427,2004,Arkansas,0.4506425174833222
2432,2004,California,0.5504132045282245
2440,2004,Colorado,0.47633770441757367
2451,2004,Connecticut,0.5527494756058412
2458,2004,Delaware,0.5383150624509161
2465,2004,District of Columbia,0.9052027864743607
2473,2004,Florida,0.47476320424331214
2481,2004,Georgia,0.4164576730359044
2484,2004,Hawaii,0.5440444800293027
2489,2004,Idaho,0.306772618166357
2493,2004,Illinois,0.5520863404955345
2498,2004,Indiana,0.3957652375034154
2502,2004,Iowa,0.49663320737287087
2510,2004,Kansas,0.3713290121891777
2516,2004,Kentucky,0.39992380084526075
2522,2004,Louisiana,0.4266905873075651
2530,2004,Maine,0.545830164103086
2537,2004,Maryland,0.565655842075012
2545,2004,Massachusetts,0.6274285551299189
2552,2004,Michigan,0.5172584446796521
2559,2004,Minnesota,0.5176091061066895
2570,2004,Mississippi,0.40494999230378637
2577,2004,Missouri,0.4638028733456015
2582,2004,Montana,0.39499923824336647
2588,2004,Nebraska,0.331526627404053
2595,2004,Nevada,0.486824042751385
2601,2004,New Hampshire,0.5069028862013731
2606,2004,New Jersey,0.5337053631884221
2610,2004,New Mexico,0.49599664113645114
2615,2004,New York,0.5982979065644611
2626,2004,North Carolina,0.4375802799815888
2630,2004,North Dakota,0.36090645850056713
2636,2004,Ohio,0.4894125599521079
2640,2004,Oklahoma,0.3442959833524394
2641,2004,Oregon,0.5210862577445008
2647,2004,Pennsylvania,0.5125828209706239
2654,2004,Rhode Island,0.6057751057587814
2663,2004,South Carolina,0.4136354174025079
2670,2004,South Dakota,0.39086709198906316
2675,2004,Tennessee,0.4281455454525927
2679,2004,Texas,0.38489808102890083
2683,2004,Utah,0.2665356083987796
2690,2004,Vermont,0.6030100213925116
2698,2004,Virginia,0.4586630328646994
2702,2004,Washington,0.5364653768345296
2712,2004,West Virginia,0.43520289370254517
2716,2004,Wisconsin,0.5019180327426924
2723,2004,Wyoming,0.29687296826828297
2729,2008,Alabama,0.39109097246427327
2733,2008,Alaska,0.389352150834029
2739,2008,Arizona,0.4568609928038368
2745,2008,Arkansas,0.3982827938928274
2751,2008,California,0.622784495915854
2758,2008,Colorado,0.5455063469317343
2774,2008,Connecticut,0.6131833824975418
2778,2008,Delaware,0.6263813864988855
2785,2008,District of Columbia,0.9340076833341566
2790,2008,Florida,0.514196600308993
2805,2008,Georgia,0.47371664489188214
2809,2008,Hawaii,0.7299372587845542
2818,2008,Idaho,0.3697541019497945
2823,2008,Illinois,0.6273426404455936
2831,2008,Indiana,0.5052195344537809
2836,2008,Iowa,0.5484877778946735
2847,2008,Kansas,0.42387724181090564
2852,2008,Kentucky,0.4176657241229539
2858,2008,Louisiana,0.40542825838414637
2866,2008,Maine,0.588295249834076
2871,2008,Maryland,0.6293008729288553
2878,2008,Massachusetts,0.6319707821335295
2886,2008,Michigan,0.5837130157615452
2892,2008,Minnesota,0.5522937499539273
2901,2008,Mississippi,0.43358069007136163
2908,2008,Missouri,0.4993242085032335
2914,2008,Montana,0.4883059671605927
2919,2008,Nebraska,0.4239092557783436
2925,2008,Nevada,0.563867381251961
2932,2008,New Hampshire,0.548685411201095
2937,2008,New Jersey,0.5786462987142394
2947,2008,New Mexico,0.5766490001879759
2953,2008,New York,0.6576385737978426
2965,2008,North Carolina,0.5016596330006732
2971,2008,North Dakota,0.4559134371803188
2975,2008,Ohio,0.5233384076225412
2984,2008,Oklahoma,0.343549188773065
2985,2008,Oregon,0.5841372117722718
2992,2008,Pennsylvania,0.5522970381548445
2998,2008,Rhode Island,0.6419813750914577
3007,2008,South Carolina,0.4545557081079087
3013,2008,South Dakota,0.45704292765884624
3018,2008,Tennessee,0.4236852819764554
3021,2008,Texas,0.4406406324905928
3026,2008,Utah,0.35473638627259935
3033,2008,Vermont,0.688991817393381
3042,2008,Virginia,0.5318258440612755
3049,2008,Washington,0.5875202680210895
3058,2008,West Virginia,0.4332625623286275
3063,2008,Wisconsin,0.5705567824781841
3074,2008,Wyoming,0.3343797664490409
3080,2012,Alabama,0.38783771466562295
3084,2012,Alaska,0.4268470951843963
3089,2012,Arizona,0.4538661977629681
3094,2012,Arkansas,0.3784559464877038
3098,2012,California,0.6187281116329663
3105,2012,Colorado,0.5274798831420252
3121,2012,Connecticut,0.587725774769071
3126,2012,Delaware,0.5944695491927816
3130,2012,District of Columbia,0.9258764920211752
3135,2012,Florida,0.5044225213936623
3149,2012,Georgia,0.46043350901943275
3151,2012,Hawaii,0.7170384850107442
3158,2012,Idaho,0.3357861315642467
3162,2012,Illinois,0.585775233921169
3168,2012,Indiana,0.447996254026727
3171,2012,Iowa,0.5295935192810017
3181,2012,Kansas,0.38886673254746945
3186,2012,Kentucky,0.38457227606195094
3192,2012,Louisiana,0.4125317438588602
3202,2012,Maine,0.5785992139357711
3208,2012,Maryland,0.6332172578690598
