,year,state,manuRatio,voteRate,demRatio,swingIndex
335,2020,Tennessee,0.04870162046147617,63.3,0.3817222962793364,0.1182777037206636
336,1992,Texas,0.1293797419432176,55.6,0.477578368341145,0.022421631658855
337,1996,Texas,0.12652632893825638,46.2,0.4733937661787773,0.0266062338212226
338,2000,Texas,0.1290483723253684,48.2,0.3904372985143706,0.1095627014856294
339,2004,Texas,0.10778835914618905,50.3,0.3848980810289008,0.1151019189710992
340,2008,Texas,0.09683201142318476,48.8,0.4406406324905928,0.0593593675094071
341,2012,Texas,0.08165778647015436,46.4,0.4199210278489361,0.0800789721510639
342,2016,Texas,0.08002548251712918,47.7204,0.4528677442202801,0.0471322557797199
343,2020,Texas,0.08233921930096304,55.3,0.4716927876322047,0.0283072123677953
344,1992,Virginia,0.7551963048498845,61.2,0.4744498706585656,0.0255501293414344
345,1996,Virginia,0.7278801843317971,56.4,0.4893940549293311,0.0106059450706689
346,2000,Virginia,0.7525612472160356,57.2,0.4585276369416675,0.0414723630583325
347,2004,Virginia,0.5708061002178649,58.4,0.4586630328646994,0.0413369671353006
348,2008,Virginia,0.6,63.8,0.5318258440612755,0.0318258440612755
349,2012,Virginia,0.5272030651340996,62.0,0.5196737668876448,0.0196737668876447
350,2016,Virginia,0.5534971644612476,62.6353,0.528263762771547,0.0282637627715469
351,2020,Virginia,0.5303085299455536,66.0,0.551546869993999,0.051546869993999
352,1992,Vermont,0.8578333333333334,68.6,0.6025420135850691,0.102542013585069
353,1996,Vermont,0.8755417956656347,59.5,0.6318283038406202,0.1318283038406201
354,2000,Vermont,0.8641618497109826,63.3,0.554403508967734,0.054403508967734
355,2004,Vermont,0.7261248185776488,65.4,0.6030100213925116,0.1030100213925115
356,2008,Vermont,0.7041927589181154,63.2,0.688991817393381,0.188991817393381
357,2012,Vermont,0.562259433903885,62.1,0.6824725882639062,0.1824725882639062
358,2016,Vermont,0.5147745116340358,61.0498,0.6518642632382037,0.1518642632382036
359,2020,Vermont,0.49161926260191574,67.5,0.6829918655280656,0.1829918655280655
360,1992,Washington,0.07933738068956561,66.3,0.5759170107251123,0.0759170107251122
361,1996,Washington,0.07351217545405958,60.0,0.5719465284478128,0.0719465284478128
362,2000,Washington,0.06525183841792498,58.6,0.5294477100940541,0.0294477100940541
363,2004,Washington,0.0488675804006372,62.0,0.5364653768345296,0.0364653768345295
364,2008,Washington,0.04167259423394995,62.6,0.5875202680210895,0.0875202680210894
365,2012,Washington,0.0325225507065019,60.7,0.5762829827062185,0.0762829827062184
366,2016,Washington,0.02957560263423376,60.4808,0.5878693120006476,0.0878693120006476
367,2020,Washington,0.027790379778104505,64.3,0.599255031847907,0.0992550318479069
368,1992,Wisconsin,0.004693150475813255,75.3,0.5279450850211544,0.0279450850211544
369,1996,Wisconsin,0.001983173076923077,62.4,0.5591919666145019,0.0591919666145018
370,2000,Wisconsin,0.0019401017140704465,67.8,0.5011506830315781,0.001150683031578
371,2004,Wisconsin,0.0016584333098094567,73.0,0.5019180327426924,0.0019180327426924
372,2008,Wisconsin,0.0016532984121787526,68.5,0.5705567824781841,0.070556782478184
373,2012,Wisconsin,0.0014820717131474104,71.9,0.5346342998287241,0.0346342998287241
374,2016,Wisconsin,0.0013653348663409026,68.7038,0.4959201096197028,0.0040798903802972
375,2020,Wisconsin,0.001352265043948614,71.7,0.5031906326653399,0.0031906326653399
